Node1	Node2	PMID
hmg coa reductase inhibitors	rs2075650	27045730
hmg coa reductase inhibitors	rs118192172	21795085
hmg coa reductase inhibitors	rs7574865	22968431
hmg coa reductase inhibitors	rs137852808	22688219
hmg coa reductase inhibitors	rs402007	21037509
hmg coa reductase inhibitors	rs1050450	22890915
hmg coa reductase inhibitors	rs13064411	25602530
hmg coa reductase inhibitors	rs352046	18769620
hmg coa reductase inhibitors	rs4693570	21868014
hmg coa reductase inhibitors	rs6535454	17376224
hmg coa reductase inhibitors	rs3846662	26466344
hmg coa reductase inhibitors	rs12654264	20403997
hmg coa reductase inhibitors	rs17238540	15199031;16103896;17563401;18261733;18332269;18815589
hmg coa reductase inhibitors	rs1063320	25266681
hmg coa reductase inhibitors	rs10455872	23903772;25350695;27045730;29703846
hmg coa reductase inhibitors	rs1045642	24595600
hmg coa reductase inhibitors	rs1128503	24595600
hmg coa reductase inhibitors	rs1799983	22890915
hmg coa reductase inhibitors	rs17171676	27045730
hmg coa reductase inhibitors	rs4420638	27648687
hmg coa reductase inhibitors	rs629301	27648687
hmg coa reductase inhibitors	rs2072183	27648687
hmg coa reductase inhibitors	rs116561224	28043905
hmg coa reductase inhibitors	rs12975366	29020356
hmg coa reductase inhibitors	rs3857532	29785580
hmg coa reductase inhibitors	rs1337512	29785580
hmg coa reductase inhibitors	rs13210472	33649522
rs2306744	cytarabine	15564883
rs2306744	idarubicin	15564883
rs889299	Farglitazar	18004211
rs889299	glyburide	18004211
rs1517114	irinotecan	22664479
rs1734787	fluorouracil	21635146
rs1734787	cisplatin	21635146
rs1734787	mitoxantrone	21635146
rs1778929	clozapine	25751398
rs4240803	gabapentin	33190395
rs4240803	melphalan	24704384
rs776746	vardenafil	21934637
rs776746	imatinib	27426203;28330783;29427770
rs776746	erlotinib	18309947
rs776746	Dihydropyridine derivatives	36134646
rs776746	hydroxychloroquine	35135554
rs776746	lumefantrine	28673292
rs776746	cabazitaxel	27020167
rs776746	4-hydroxycyclophosphamide	28976264
rs776746	lenvatinib	36982571
rs776746	apixaban	28678049;29457840
rs776746	atazanavir / ritonavir	31124411
rs776746	fluconazole	23837476
rs776746	lovastatin	15284534
rs776746	nifedipine	22875663
rs776746	ondansetron	21596874
rs776746	quetiapine	24240480
rs776746	sirolimus	15707415;28676933
rs7754840	Dipeptidyl peptidase 4 (DPP-4) inhibitors	27139004
rs118192172	hmg coa reductase inhibitors	21795085
rs118192172	desflurane	10051009;10352931;10484775;11448278;11493496;11553045;11575529;11668625;12059893;12124989;12151923;12237752;12411788;12434264;14500992;14985404;1510267;15448513;16163667;16835904;16917943;17081152;17667581;17710899;1774074;18502356;18564801;19191333;19648156;20681998;21455645;24195946;24433488;25268394;25658027;25735680;25960145;25989378;26951757;27382027;27646467;7547049;7586638;7633940;7751854;7762556;8602662;9334205;9389851;9497245;9520251
rs118192172	volatile anesthetics	25268394;7547049
rs118192172	caffeine	9334205;9497245
rs118192172	enflurane	10051009;10352931;10484775;11448278;11493496;11553045;11575529;11668625;12059893;12124989;12151923;12237752;12411788;12434264;14500992;14985404;1510267;15448513;16163667;16835904;16917943;17081152;17667581;17710899;1774074;18502356;18564801;19191333;19648156;20681998;21455645;24195946;24433488;25268394;25658027;25735680;25960145;25989378;26951757;27382027;27646467;7547049;7586638;7633940;7751854;7762556;8602662;9334205;9389851;9497245;9520251
rs118192172	halothane	10051009;10352931;10484775;11448278;11493496;11553045;11575529;11668625;12059893;12124989;12151923;12237752;12411788;12434264;14500992;14985404;1510267;15448513;16163667;16835904;16917943;17081152;17667581;17710899;1774074;18502356;18564801;19191333;19648156;20681998;21455645;24195946;24433488;25268394;25658027;25735680;25960145;25989378;26951757;27382027;27646467;7547049;7586638;7633940;7751854;7762556;8602662;9334205;9389851;9497245;9520251
rs118192172	isoflurane	10051009;10352931;10484775;11448278;11493496;11553045;11575529;11668625;12059893;12124989;12151923;12237752;12411788;12434264;14500992;14985404;1510267;15448513;16163667;16835904;16917943;17081152;17667581;17710899;1774074;18502356;18564801;19191333;19648156;20681998;21455645;24195946;24433488;25268394;25658027;25735680;25960145;25989378;26951757;27382027;27646467;7547049;7586638;7633940;7751854;7762556;8602662;9334205;9389851;9497245;9520251
rs118192172	methoxyflurane	10051009;10352931;10484775;11448278;11493496;11553045;11575529;11668625;12059893;12124989;12151923;12237752;12411788;12434264;14500992;14985404;1510267;15448513;16163667;16835904;16917943;17081152;17667581;17710899;1774074;18502356;18564801;19191333;19648156;20681998;21455645;24195946;24433488;25268394;25658027;25735680;25960145;25989378;26951757;27382027;27646467;7547049;7586638;7633940;7751854;7762556;8602662;9334205;9389851;9497245;9520251
rs118192172	sevoflurane	10051009;10352931;10484775;11448278;11493496;11553045;11575529;11668625;12059893;12124989;12151923;12237752;12411788;12434264;14500992;14985404;1510267;15448513;16163667;16835904;16917943;17081152;17667581;17710899;1774074;18502356;18564801;19191333;19648156;20681998;21455645;24195946;24433488;25268394;25658027;25735680;25960145;25989378;26951757;27382027;27646467;7547049;7586638;7633940;7751854;7762556;8602662;9334205;9389851;9497245;9520251
rs118192172	succinylcholine	10051009;10352931;10484775;11448278;11493496;11553045;11575529;11668625;12059893;12124989;12151923;12237752;12411788;12434264;14500992;14985404;1510267;15448513;16163667;16835904;16917943;17081152;17667581;17710899;1774074;18502356;18564801;19191333;19648156;20681998;21455645;24195946;24433488;25268394;25658027;25735680;25960145;25989378;26951757;27382027;27646467;7547049;7586638;7633940;7751854;7762556;8602662;9334205;9389851;9497245;9520251
rs2279345	efavirenz	22471906;24293076;24477223;24492364;32838647;35235559
rs3730089	egfr inhibitors	26419366
rs6127921	citalopram	19846067
rs74019272	methylphenidate	36741090
rs17117817	atenolol	29478026
rs17117817	metoprolol	29478026
rs2789047	vancomycin	26030142
nitroglycerin	rs671	31250045
rs6690497	doxorubicinol	18276838
rs6690497	daunorubicinol	18276838
rs2291078	fluorouracil	25372392
rs2291078	capecitabine	25372392
dapsone	G6PD deficiency	18349424
dapsone	rs201929247	29233746
dapsone	rs701829	29233746
dapsone	rs17211071	29233746
rs1826909	gemtuzumab ozogamicin	22584460
rs1826909	cytarabine	22584460
rs1826909	fludarabine	22584460
rs1826909	idarubicin	22584460
rs9310658	duloxetine	29407288
rs6962027	fluticasone/salmeterol	22370858
rs983332	Tumor necrosis factor alpha (TNF-alpha) inhibitors	18615156
rs492602	ethanol	32451486
rs2239393	morphine	19094200
amitriptyline	rs4244285	16044105
amitriptyline	rs3892097	18070221
amitriptyline	rs2235040	18215618
amitriptyline	rs2235067	18215618
amitriptyline	rs4148739	18215618;24192121
amitriptyline	rs4148740	18215618
amitriptyline	rs7787082	18215618
amitriptyline	rs10248420	18215618
amitriptyline	rs10280101	18215618
amitriptyline	rs11983225	18215618
amitriptyline	rs12720067	18215618
rs1859204	antipsychotics	30032160
rs3735451	hydroxychloroquine	35135554
rs3735451	methadone	21902501
rs9369421	taxanes	26194361
rs9369421	carboplatin	26194361
lovastatin acid	rs4149056	26020121;27967318
rs3828913	peginterferon alfa-2a	26075078
rs3828913	peginterferon alfa-2b	26075078
rs3828913	ribavirin	26075078
vindesine	rs2229109	25637052
rs4431170	Bisphosphonates	22267851
rs3731722	febuxostat	27798726
rs3731722	allopurinol	27798726
rs4492666	cisplatin	21642870
rs2072183	hmg coa reductase inhibitors	27648687
rs12521868	hydrochlorothiazide	31327267
Hepatitis vaccines	rs1805015	21111021
Hepatitis vaccines	rs1295686	21111021
levonorgestrel	rs1042522	34783250
levonorgestrel	rs3745274	28187506
levonorgestrel	rs4803419	28187506
levonorgestrel	rs7255721	34783250
Dopamine agonists	rs622342	20680652
rs3097671	aspirin	25372592
curcumin	rs77010898	27007499
rs121913530	adagrasib	
rs121913530	sotorasib	
sirolimus	rs1800896	22094953
sirolimus	rs7903146	19713311;21857094;23041303
sirolimus	rs3814055	28676933
sirolimus	rs6785049	28676933
sirolimus	rs15524	34523354
sirolimus	rs776746	15707415;28676933
sirolimus	rs4646453	34523354
rs117412990	capecitabine	28715540
rs202179988	ivacaftor	23891399
rs202179988	ivacaftor / tezacaftor	
rs202179988	elexacaftor / tezacaftor / ivacaftor	
rs887829	deferasirox	25348619;29737521;30651574
rs887829	pegaspargase	36580335
rs887829	acetaminophen	30421550
rs887829	atorvastatin	32128760
rs887829	cyclophosphamide	36580335
rs887829	cytarabine	36580335
rs887829	daunorubicin	36580335
rs887829	doxorubicin	36580335
rs887829	ketamine	30421550
rs887829	mercaptopurine	36580335
rs887829	methotrexate	36580335
rs887829	morphine	30421550
rs887829	ondansetron	30421550
rs887829	oxazepam	29737521
rs887829	risperidone	29955115
rs887829	thioguanine	36580335
rs887829	vincristine	36580335
rs3786047	methadone	20514076;35189719
rs140197497	eslicarbazepine acetate	33446525
rs2061538	Ace Inhibitors, Plain	28030426
rs642990	gemcitabine	24225399
rs7627954	risperidone	35698907
rs143004875	fluorouracil	37946254
rs143004875	capecitabine	37946254
rs10821936	imatinib	35205374
rs10821936	Glucarpidase	33788417
rs10821936	methotrexate	19684603
rs183205964	fluorouracil	26189437
rs183205964	capecitabine	26189437
rs183205964	tegafur	26189437
rs2283265	rasagiline	27190009
rs2283265	disulfiram	23635803
rs2283265	methadone	23651024
rs2283265	methylphenidate	26810137
rs2283265	propofol	28611364
rs6719578	metformin	28453780
rs7316769	duloxetine	29407288
imatinib	rs2273697	30237583
imatinib	rs10821936	35205374
imatinib	rs3764043	21633340
imatinib	rs4148977	21633340
imatinib	rs4148978	21633340;35144161
imatinib	rs7311358	25056761
imatinib	rs9561765	23127916
imatinib	rs762551	30713339
imatinib	rs2290573	15073101
imatinib	rs10517	30237583
imatinib	rs150929	25056761
imatinib	rs3745274	24293093
imatinib	rs724710	24223824
imatinib	rs2372536	35205374
imatinib	rs12659	30237583
imatinib	rs1051266	30237583
imatinib	rs1061018	24322003
imatinib	rs2231137	24322003;30713339
imatinib	rs2725252	24123600
imatinib	rs12505410	24123600
imatinib	rs13120400	24123600
imatinib	rs41282401	24322003
imatinib	rs45605536	24322003
imatinib	rs58818712	24322003
imatinib	rs121913512	11526490
imatinib	rs776746	27426203;28330783;29427770
imatinib	rs2235040	28762371
imatinib	rs10258429	28762371
imatinib	rs274558	28762371
imatinib	rs797044887	28726812
imatinib	rs1202283	30237583
imatinib	rs9787901	30237583
imatinib	rs305968	30237583
imatinib	rs11249454	30237583
imatinib	rs28656907	30713339
rs201522	antidepressants	22584459
rs368146607	fluorouracil	29327356
rs1057519797	futibatinib	
nicotine	rs7877	21540762
nicotine	rs2072658	20854418
nicotine	rs2072660	20736995
nicotine	rs2266780	28290528
nicotine	rs6702335	21808284
nicotine	rs10912675	21540762
nicotine	rs867687	20383528
nicotine	rs3793790	20383528
nicotine	rs4838547	20383528
nicotine	rs11101191	20383528
nicotine	rs1799732	16123753
nicotine	rs3758987	22048466
nicotine	rs637137	20886544
nicotine	rs684513	20886544
nicotine	rs3743078	20886544
nicotine	rs3813567	20886544
nicotine	rs429358	23247396
nicotine	rs1801272	22046326
nicotine	rs2279343	17015050
nicotine	rs4803381	26132489;29232328
nicotine	rs5031016	11779172;12445030;34476898
nicotine	rs12461964	26407342
nicotine	rs28399454	15592323;34476898
nicotine	rs28399468	11779172;12445030
nicotine	rs56113850	26407342;29232328
nicotine	rs56256500	18216723
nicotine	rs72549435	19365400
nicotine	rs113288603	26407342
nicotine	rs140471703	34476898
nicotine	rs376817657	24305170
nicotine	rs2193225	18270208
nicotine	rs6721498	18270208
nicotine	rs1044396	19290018;19482438;21740768;31402126
nicotine	rs2056527	24733007
nicotine	rs2869950	23692359
nicotine	rs112561475	24192532
nicotine	rs686	18092181
nicotine	rs4532	18092181
nicotine	rs2168631	22495174
nicotine	rs11746641	22495174
nicotine	rs11749035	22495174
nicotine	rs2075572	23223006
nicotine	rs324650	19644963
nicotine	rs1057868	24448396
nicotine	rs2060761	16740595
nicotine	rs4950	18055561
nicotine	rs13280604	18055561
nicotine	rs77905	10975602
nicotine	rs1541333	24667010
nicotine	rs10121600	20084518
nicotine	rs11788456	20084518
nicotine	rs17189632	20084518
nicotine	rs1137070	10975602
nicotine	rs12459249	28921760
nicotine	rs503464	29196725
nicotine	rs57837628	29232328
nicotine	rs7260629	29232328
nicotine	rs7259706	29232328
nicotine	rs28399453	29232328
nicotine	rs8192733	29232328
nicotine	rs1799972	21070507
nicotine	rs1074287	23223006
nicotine	rs6912029	23223006
nicotine	rs12209447	23223006
nicotine	rs3798676	23223006
nicotine	rs553202	23223006
nicotine	rs7748401	23223006
nicotine	rs495491	23223006
nicotine	rs10457090	23223006
nicotine	rs589046	23223006
nicotine	rs3778152	23223006
nicotine	rs563649	23223006
nicotine	rs3852209	17978999;24447405
nicotine	rs11606194	22048466
nicotine	rs4887074	30453884
nicotine	rs2337980	20231857
nicotine	rs6090378	24498031
nicotine	rs3787138	24498031
nicotine	rs3787140	24498031
nicotine	rs10485057	26042510
nicotine	rs4001926	
nicotine	rs7247903	
nicotine	rs2271339	30696812
nicotine	rs1456862	30696812
nicotine	rs145014075	31959879
nicotine	rs571335587	34476898
nicotine	rs768416963	34476898
nicotine	rs1302192284	34476898
nicotine	rs111869995	34476898
nicotine	rs199515342	34476898
nicotine	rs61605570	34476898
nicotine	rs137904044	34476898
nicotine	rs200554095	34476898
nicotine	rs772964366	34476898
nicotine	rs758479488	34476898
nicotine	rs145157460	34476898
nicotine	rs148693084	34476898
nicotine	rs1303839356	34476898
nicotine	rs778019189	34476898
nicotine	rs374515279	34476898
nicotine	rs145308399	34476898
nicotine	rs777098658	34476898
rs4645974	warfarin	26249541
rs316009	metformin	27415606
rs3813567	nicotine	20886544
rs20575	Tumor necrosis factor alpha (TNF-alpha) inhibitors	22480748
clozapine 5-N-glucuronide	rs2011425	22565219;35105285
rs28399468	nicotine	11779172;12445030
rs121918596	desflurane	11389482;27857962
rs121918596	chlorocresol	27857962
rs121918596	enflurane	11389482;27857962
rs121918596	halothane	11389482;27857962
rs121918596	isoflurane	11389482;27857962
rs121918596	methoxyflurane	11389482;27857962
rs121918596	sevoflurane	11389482;27857962
rs121918596	succinylcholine	11389482;27857962
rs7205113	buprenorphine	34488071
rs13418420	sorafenib	31967518
rs5128	Antivirals for treatment of HIV infections, combinations	34693928
rs5128	pegaspargase	35237305
rs5128	olanzapine	33378980
rs5128	protease inhibitors	16417409
rs5128	ritonavir	15809899;16417409
rs3750920	acetylcysteine	26331942
rs6083538	diuretics	23753411
rs6083538	Thiazides, plain	23753411
rs6083538	hydrochlorothiazide	23753411
rs4728709	rivaroxaban	35316848
rs4728709	vincristine	25084203
rs5995653	corticosteroids	30697902
rs11198893	Beta Blocking Agents	25049040
rs9340799	conjugated estrogens	9860300
rs9340799	anastrozole	23894347
rs9340799	leflunomide	21174621
rs9340799	letrozole	23894347
rs9340799	medroxyprogesterone	9860300
antithymocyte globulin	rs396991	24322002
rs5065	amlodipine	18212314
rs5065	bumetanide	20877298
rs5065	chlorthalidone	18212314
rs5065	furosemide	20877298
rs5065	torasemide	20877298
rs115629050	sofosbuvir	35107877
rs283416	ethanol	19193628
rs2308321	temozolomide	20938339
rs1061622	adalimumab	25537528
rs1061622	Tumor necrosis factor alpha (TNF-alpha) inhibitors	18565259;22129793;25537528;25850964;33887993
rs1061622	ustekinumab	25537528
rs1061622	etanercept	25537528;30075559
rs1061622	infliximab	18565259;22129793;25537528;25850964
lamivudine	rs11568695	16791115
lamivudine	rs212091	23996099
lamivudine	rs1045642	23372834;32838647
lamivudine	rs2032582	23372834
rs4984241	topiramate	21278619
rs4984241	zonisamide	21278619
rs1127354	corticosteroids	26644204
rs1127354	interferon alfa-2b, recombinant	21503919;21628662
rs1127354	folic acid	16947783
rs1127354	protease inhibitors	26071337
rs1127354	antineoplastic agents	26644204
rs750996195	bufuralol	26310775
rs750996195	dextromethorphan	26310775
rs6018	warfarin	19752777
stavudine	rs1799964	20887379
stavudine	rs8124728	30273369
rs2304429	warfarin	27740732
rs58042962	duloxetine	29407288
rs2502815	docetaxel	24193570
rs9282564	cyclosporine	26107754
rs9282564	morphine	25311385
rs9282564	paclitaxel	12065748
rs9282564	opioids	27061230
edoxaban	rs2244613	36309848
edoxaban	rs3842	36145636
edoxaban	rs13306198	36145636
rs140530655	Ace Inhibitors, Plain	32496628
rs140530655	Angiotensin II Antagonists	32496628
rs45511401	doxorubicin	16330681
rs4292956	varenicline	21606948
rs3815583	isoniazid	20195289
Antiemetics And Antinauseants	rs1150226	34750329
Antiemetics And Antinauseants	rs2975226	34750329
